STATION,DATE,LATITUDE,LONGITUDE,temperature,wind_speed
1001099999,2025-01-18T03:00:00,70.9333333,-8.6666667,-5.2,12.4
1001099999,2025-01-18T06:00:00,70.9333333,-8.6666667,-2.7,8.0
1001099999,2025-01-18T09:00:00,70.9333333,-8.6666667,-2.9,11.0
1001099999,2025-01-18T12:00:00,70.9333333,-8.6666667,-3.5,6.0
1001099999,2025-01-18T15:00:00,70.9333333,-8.6666667,-5.8,14.0
1001099999,2025-01-18T18:00:00,70.9333333,-8.6666667,-7.0,12.8
1001099999,2025-01-18T21:00:00,70.9333333,-8.6666667,-8.5,10.3
1001099999,2025-01-19T00:00:00,70.9333333,-8.6666667,-9.4,10.0
1001099999,2025-01-19T03:00:00,70.9333333,-8.6666667,-9.7,7.5
1001099999,2025-01-19T06:00:00,70.9333333,-8.6666667,-9.8,7.0
1001099999,2025-01-19T09:00:00,70.9333333,-8.6666667,-9.3,5.0
1001099999,2025-01-19T12:00:00,70.9333333,-8.6666667,-9.4,8.0
1001099999,2025-01-19T15:00:00,70.9333333,-8.6666667,-9.2,2.0
1001099999,2025-01-19T18:00:00,70.9333333,-8.6666667,-10.4,5.1
1001099999,2025-01-19T21:00:00,70.9333333,-8.6666667,-9.0,5.5
1001099999,2025-01-20T00:00:00,70.9333333,-8.6666667,-9.0,2.9
1001099999,2025-01-20T03:00:00,70.9333333,-8.6666667,-8.0,9.2
1001099999,2025-01-20T06:00:00,70.9333333,-8.6666667,-7.7,7.0
1001099999,2025-01-20T09:00:00,70.9333333,-8.6666667,-7.6,8.0
1001099999,2025-01-20T12:00:00,70.9333333,-8.6666667,-6.2,8.0
1001099999,2025-01-20T15:00:00,70.9333333,-8.6666667,-5.5,9.0
1001099999,2025-01-20T18:00:00,70.9333333,-8.6666667,-4.5,7.3
1001099999,2025-01-20T21:00:00,70.9333333,-8.6666667,-4.4,6.2
1001099999,2025-01-21T00:00:00,70.9333333,-8.6666667,-3.2,6.6
1001099999,2025-01-21T03:00:00,70.9333333,-8.6666667,-2.7,6.6
1001099999,2025-01-21T06:00:00,70.9333333,-8.6666667,-2.8,6.0
1001099999,2025-01-21T09:00:00,70.9333333,-8.6666667,-4.6,2.0
1001099999,2025-01-21T10:00:00,70.9333333,-8.6666667,-5.9,1.7
1001099999,2025-01-21T11:00:00,70.9333333,-8.6666667,-4.4,2.2
1001099999,2025-01-21T12:00:00,70.9333333,-8.6666667,-4.4,1.0
1001099999,2025-01-21T15:00:00,70.9333333,-8.6666667,-4.6,3.0
1001099999,2025-01-21T18:00:00,70.9333333,-8.6666667,-3.2,2.5
1001099999,2025-01-21T21:00:00,70.9333333,-8.6666667,-2.2,4.5
1001099999,2025-01-22T00:00:00,70.9333333,-8.6666667,-2.0,5.0
1001099999,2025-01-22T03:00:00,70.9333333,-8.6666667,-1.5,7.2
1001099999,2025-01-22T06:00:00,70.9333333,-8.6666667,-0.8,8.0
1001099999,2025-01-22T09:00:00,70.9333333,-8.6666667,-0.9,7.0
1001099999,2025-01-22T12:00:00,70.9333333,-8.6666667,-0.7,7.0
1001099999,2025-01-22T15:00:00,70.9333333,-8.6666667,-0.8,7.0
1001099999,2025-01-22T21:00:00,70.9333333,-8.6666667,-0.5,5.7
1001099999,2025-01-23T00:00:00,70.9333333,-8.6666667,-0.5,5.6
1001099999,2025-01-23T03:00:00,70.9333333,-8.6666667,-0.7,3.0
1001099999,2025-01-23T12:00:00,70.9333333,-8.6666667,-3.0,3.0
1001099999,2025-01-23T18:00:00,70.9333333,-8.6666667,-2.2,1.5
1001099999,2025-01-24T00:00:00,70.9333333,-8.6666667,-0.9,2.8
1001099999,2025-01-24T03:00:00,70.9333333,-8.6666667,-0.7,2.5
1001099999,2025-01-24T06:00:00,70.9333333,-8.6666667,-0.1,4.0
1001099999,2025-01-24T09:00:00,70.9333333,-8.6666667,0.2,5.0
1001099999,2025-01-24T12:00:00,70.9333333,-8.6666667,0.3,5.0
1001099999,2025-01-24T15:00:00,70.9333333,-8.6666667,0.2,5.0
1001099999,2025-01-24T18:00:00,70.9333333,-8.6666667,0.0,7.8
1001099999,2025-01-24T21:00:00,70.9333333,-8.6666667,-0.2,6.3
1001099999,2025-01-25T00:00:00,70.9333333,-8.6666667,0.5,8.1
1001099999,2025-01-25T03:00:00,70.9333333,-8.6666667,1.0,7.4
1001099999,2025-01-25T06:00:00,70.9333333,-8.6666667,1.2,7.0
1001099999,2025-01-25T09:00:00,70.9333333,-8.6666667,2.0,11.0
1001099999,2025-01-25T12:00:00,70.9333333,-8.6666667,2.0,10.0
1001099999,2025-01-25T15:00:00,70.9333333,-8.6666667,2.5,10.0
1001099999,2025-01-25T18:00:00,70.9333333,-8.6666667,1.6,10.2
1001099999,2025-01-25T21:00:00,70.9333333,-8.6666667,1.1,11.1
1001099999,2025-01-26T00:00:00,70.9333333,-8.6666667,0.2,10.9
1001099999,2025-01-26T03:00:00,70.9333333,-8.6666667,0.0,15.6
1001099999,2025-01-26T06:00:00,70.9333333,-8.6666667,-0.7,15.0
1001099999,2025-01-26T09:00:00,70.9333333,-8.6666667,-0.8,14.0
1001099999,2025-01-26T12:00:00,70.9333333,-8.6666667,-0.7,15.0
1001099999,2025-01-26T15:00:00,70.9333333,-8.6666667,-0.2,10.0
1001099999,2025-01-26T18:00:00,70.9333333,-8.6666667,1.0,9.4
1001099999,2025-01-26T21:00:00,70.9333333,-8.6666667,0.5,5.6
1001099999,2025-01-27T00:00:00,70.9333333,-8.6666667,0.1,5.4
1001099999,2025-01-27T03:00:00,70.9333333,-8.6666667,-0.4,5.2
1001099999,2025-01-27T06:00:00,70.9333333,-8.6666667,-0.4,5.0
1001099999,2025-01-27T09:00:00,70.9333333,-8.6666667,-0.2,6.0
1001099999,2025-01-27T12:00:00,70.9333333,-8.6666667,-0.2,6.0
1001099999,2025-01-27T15:00:00,70.9333333,-8.6666667,-0.3,5.0
1001099999,2025-01-27T18:00:00,70.9333333,-8.6666667,-1.4,2.3
1001099999,2025-01-27T21:00:00,70.9333333,-8.6666667,-0.2,3.4
1001099999,2025-01-28T00:00:00,70.9333333,-8.6666667,-1.0,2.5
1001099999,2025-01-28T03:00:00,70.9333333,-8.6666667,-1.5,1.9
1001099999,2025-01-28T06:00:00,70.9333333,-8.6666667,-2.1,2.0
1001099999,2025-01-28T09:00:00,70.9333333,-8.6666667,-1.1,3.0
1001099999,2025-01-28T12:00:00,70.9333333,-8.6666667,-2.0,1.0
1001099999,2025-01-28T15:00:00,70.9333333,-8.6666667,-1.7,7.0
1001099999,2025-01-28T17:00:00,70.9333333,-8.6666667,-2.2,5.7
1001099999,2025-01-28T18:00:00,70.9333333,-8.6666667,-2.7,5.7
1001099999,2025-01-28T21:00:00,70.9333333,-8.6666667,-3.4,6.2
1001099999,2025-01-29T00:00:00,70.9333333,-8.6666667,-3.7,5.4
1001099999,2025-01-29T03:00:00,70.9333333,-8.6666667,-4.2,0.7
1001099999,2025-01-29T06:00:00,70.9333333,-8.6666667,-4.4,1.0
1001099999,2025-01-29T09:00:00,70.9333333,-8.6666667,-4.3,2.0
1001099999,2025-01-29T12:00:00,70.9333333,-8.6666667,-3.1,3.0
1001099999,2025-01-29T15:00:00,70.9333333,-8.6666667,-1.3,6.0
1001099999,2025-01-29T18:00:00,70.9333333,-8.6666667,-1.7,10.0
1001099999,2025-01-29T21:00:00,70.9333333,-8.6666667,-0.7,7.0
1001099999,2025-01-30T00:00:00,70.9333333,-8.6666667,-0.9,5.0
1001099999,2025-01-30T03:00:00,70.9333333,-8.6666667,-0.5,3.1
1001099999,2025-01-30T06:00:00,70.9333333,-8.6666667,-0.8,6.0
1001099999,2025-01-30T09:00:00,70.9333333,-8.6666667,-0.2,4.0
1001099999,2025-01-30T12:00:00,70.9333333,-8.6666667,-1.6,3.0
1001099999,2025-01-30T15:00:00,70.9333333,-8.6666667,-3.0,3.0
1001099999,2025-01-30T18:00:00,70.9333333,-8.6666667,-2.4,1.4
1001099999,2025-01-30T21:00:00,70.9333333,-8.6666667,-2.5,0.3
1001099999,2025-01-31T00:00:00,70.9333333,-8.6666667,-2.0,2.6
1001099999,2025-01-31T03:00:00,70.9333333,-8.6666667,-1.5,4.5
1001099999,2025-01-31T06:00:00,70.9333333,-8.6666667,-1.6,7.0
1001099999,2025-01-31T09:00:00,70.9333333,-8.6666667,-0.2,9.0
1001099999,2025-01-31T12:00:00,70.9333333,-8.6666667,0.5,14.0
1001099999,2025-01-31T15:00:00,70.9333333,-8.6666667,0.3,8.0
1001099999,2025-01-31T18:00:00,70.9333333,-8.6666667,0.0,8.5
1001099999,2025-02-01T00:00:00,70.9333333,-8.6666667,1.0,8.3
1001099999,2025-02-01T03:00:00,70.9333333,-8.6666667,1.1,10.0
1001099999,2025-02-01T06:00:00,70.9333333,-8.6666667,1.7,11.0
