"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","ED1","GA1","GA2","GA3","GA4","GE1","GF1","MA1","MW1","MW2","MW3","OC1","REM","EQD"
"01001499999","2025-01-01T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0072,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0050,1","99999,9",,,,,,,,"09910,1,99999,9",,,,,"MET047METAR ENSO 011450Z 35014KT CAVOK M02/M05 Q0991=",
"01001499999","2025-01-01T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0041,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0060,1","99999,9",,,,,,,,"09910,1,99999,9",,,,,"MET047METAR ENSO 011520Z 01008KT CAVOK M02/M06 Q0991=",
"01001499999","2025-01-01T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0031,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0070,1","99999,9",,,,,,,,"09910,1,99999,9",,,,,"MET047METAR ENSO 011550Z 01006KT CAVOK M02/M07 Q0991=",
"01001499999","2025-01-01T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0057,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0060,1","99999,9",,,,,,,,"09920,1,99999,9",,,,,"MET047METAR ENSO 011620Z 01011KT CAVOK M02/M06 Q0992=",
"01001499999","2025-01-01T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0070,1","99999,9",,,,,,,,"09930,1,99999,9",,,,,"MET047METAR ENSO 011650Z 01010KT CAVOK M02/M07 Q0993=",
"01001499999","2025-01-01T17:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0041,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0070,1","99999,9",,,,,,,,"09940,1,99999,9",,,,,"MET047METAR ENSO 011750Z 01008KT CAVOK M02/M07 Q0994=",
"01001499999","2025-01-01T18:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0041,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0070,1","99999,9",,,,,,,,"09950,1,99999,9",,,,,"MET047METAR ENSO 011820Z 01008KT CAVOK M03/M07 Q0995=",
"01001499999","2025-01-02T04:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","020,1,N,0010,1","00610,1,C,N","009999,1,9,9","-0030,1","-0080,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10020,1,99999,9","85,1",,,,"MET066METAR ENSO 020450Z 02002KT 9999 -SHSN FEW010 SCT020 M03/M08 Q1002=",
"01001499999","2025-01-02T05:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","020,1,N,0010,1","00762,1,9,N","008000,1,9,9","-0030,1","-0060,1","99999,9",,"02,1,+00305,1,99,9","07,1,+00762,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10020,1,99999,9","85,1",,,,"MET066METAR ENSO 020520Z 02002KT 8000 -SHSN FEW010 BKN025 M03/M06 Q1002=",
"01001499999","2025-01-02T05:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","020,1,N,0021,1","00762,1,9,N","006000,1,9,9","-0030,1","-0050,1","99999,9",,"02,1,+00305,1,99,9","07,1,+00762,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10020,1,99999,9","86,1",,,,"MET065METAR ENSO 020550Z 02004KT 6000 SHSN FEW010 BKN025 M03/M05 Q1002=",
"01001499999","2025-01-02T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","020,1,N,0015,1","00457,1,9,N","002000,1,9,9","-0030,1","-0050,1","99999,9",,"02,1,+00305,1,99,9","07,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10020,1,99999,9","86,1",,,,"MET066METAR ENSO 020620Z 02003KT 2000 +SHSN FEW010 BKN015 M03/M05 Q1002=",
"01001499999","2025-01-02T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","020,1,N,0010,1","00366,1,C,N","009999,1,9,9","-0030,1","-0030,1","99999,9",,"07,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00366,1,99,9,99,9","10030,1,99999,9","85,1",,,,"MET065METAR ENSO 020650Z 02002KT 9999 6000S -SHSN BKN012 M03/M03 Q1003=",
"01001499999","2025-01-02T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","020,1,N,0026,1","01219,1,9,N","009999,1,9,9","-0030,1","-0030,1","99999,9",,"02,1,+00457,1,99,9","07,1,+01219,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10030,1,99999,9","85,1",,,,"MET066METAR ENSO 020720Z 02005KT 9999 -SHSN FEW015 BKN040 M03/M03 Q1003=",
"01001499999","2025-01-02T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0026,1","00914,1,9,N","009000,1,9,9","-0020,1","-0020,1","99999,9",,"02,1,+00457,1,99,9","07,1,+00914,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10030,1,99999,9","85,1",,,,"MET066METAR ENSO 020750Z 35005KT 9000 -SHSN FEW015 BKN030 M02/M02 Q1003=",
"01001499999","2025-01-02T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0010,5","-0010,5","99999,9",,,,,,,,"10040,5,99999,9","85,5",,,,"MET080METAR ENSO 020820Z 35007KT 90000 5000S -SHSN FEW015 SCT025 BKN040 M01/M01 Q1004=","D01      0ADE735"
"01001499999","2025-01-02T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0046,1","00762,1,9,N","009000,1,9,9","-0010,1","-0010,1","99999,9",,"02,1,+00457,1,99,9","07,1,+00762,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10040,1,99999,9","85,1",,,,"MET080METAR ENSO 020850Z 35009KT 9000 6000S -SHSN FEW015 BKN025 M01/M01 Q1004 /RESHSN=",
"01001499999","2025-01-02T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0041,1","01372,1,9,N","009999,1,9,9","-0010,1","-0010,1","99999,9",,"02,1,+00457,1,99,9","07,1,+01372,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10040,1,99999,9","16,1",,,,"MET065METAR ENSO 020920Z 36008KT 9999 VCSH FEW015 BKN045 M01/M01 Q1004=",
"01001499999","2025-01-02T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0046,1","01219,1,C,N","009999,1,9,9","-0010,1","-0020,1","99999,9",,"02,1,+00457,1,99,9","04,1,+01219,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10050,1,99999,9","16,1",,,,"MET065METAR ENSO 020950Z 36009KT 9999 VCSH FEW015 SCT040 M01/M02 Q1005=",
"01001499999","2025-01-02T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0057,1","00457,1,C,N","009999,1,9,9","-0020,1","-0020,1","99999,9",,"02,1,+00244,1,99,9","04,1,+00457,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10050,1,99999,9","85,1",,,,"MET068METAR ENSO 021020Z 01011KT 9999 -SHSN FEW008 SCT015CB M02/M02 Q1005=",
"01001499999","2025-01-02T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","300,1,V,0067,1","00366,1,C,N","003000,1,9,9","-0010,1","-0010,1","99999,9",,"02,1,+00244,1,99,9","04,1,+00366,1,09,1","07,1,+00610,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10050,1,99999,9","86,1",,,,"MET082METAR ENSO 021050Z 30013KT 260V350 3000 SHSN FEW008 SCT012CB BKN020 M01/M01 Q1005=",
"01001499999","2025-01-02T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0088,1","00457,1,C,N","009999,1,9,9","-0010,1","-0030,1","99999,9",,"02,1,+00244,1,99,9","04,1,+00457,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10050,1,99999,9","16,1",,,,"MET067METAR ENSO 021120Z 36017KT 9999 VCSH FEW008 SCT015CB M01/M03 Q1005=",
"01001499999","2025-01-02T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0072,1","01372,1,C,N","009999,1,9,9","-0010,1","-0020,1","99999,9",,"04,1,+00457,1,09,1","04,1,+01372,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10050,1,99999,9","16,1",,,,"MET074METAR ENSO 021150Z 36014KT 9999 VCSH SCT015CB SCT045 M01/M02 Q1005 RESHSN=",
"01001499999","2025-01-02T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0062,1","01372,1,C,N","009999,1,9,9","-0010,1","-0030,1","99999,9",,"04,1,+00488,1,09,1","04,1,+01372,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00488,1,99,9,99,9","10050,1,99999,9","85,1",,,,"MET074METAR ENSO 021220Z 36012KT 9999 4000S -SHSN SCT016CB SCT045 M01/M03 Q1005=",
"01001499999","2025-01-02T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","300,1,N,0113,1","01372,1,C,N","009999,1,9,9","-0010,1","-0020,1","99999,9",,"04,1,+00549,1,09,1","04,1,+01372,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00549,1,99,9,99,9","10050,1,99999,9","16,1",,,"0175,1","MET070METAR ENSO 021250Z 30022G34KT 9999 VCSH SCT018CB SCT045 M01/M02 Q1005=",
"01001499999","2025-01-02T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0103,1","01372,1,C,N","009999,1,9,9","-0010,1","-0030,1","99999,9",,"04,1,+00549,1,09,1","04,1,+01372,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00549,1,99,9,99,9","10050,1,99999,9","16,1",,,"0160,1","MET070METAR ENSO 021320Z 36020G31KT 9999 VCSH SCT018CB SCT045 M01/M03 Q1005=",
"01001499999","2025-01-02T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0077,1","01372,1,9,N","009999,1,9,9","-0010,1","-0040,1","99999,9",,"04,1,+00457,1,09,1","07,1,+01372,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10050,1,99999,9","16,1",,,,"MET073METAR ENSO 021350Z 36015KT 9999 3000N VCSH SCT015CB BKN045 M01/M04 Q1005=",
"01001499999","2025-01-02T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0072,1","01372,1,9,N","009999,1,9,9","-0020,1","-0040,1","99999,9",,"04,1,+00457,1,09,1","07,1,+01372,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10050,1,99999,9","16,1",,,,"MET082METAR ENSO 021420Z 36014KT 9999 4000N VCSH SCT015CB BKN045 M02/M04 Q1005 RESHSNGS=",
"01001499999","2025-01-02T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","340,1,N,0088,1","99999,9,9,N","009999,1,9,9","-0010,5","-0020,5","99999,9",,,,,,,,"10050,5,99999,9","86,5","88,5",,"0160,1","MET078METAR ENSO 021450Z 34017G31KT 9999 3000W SHSNGS SCT012CB BKN030 M01/M02 Q1005=","D01      0ADE735"
"01001499999","2025-01-02T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","340,1,N,0103,1","00305,1,W,N","001500,1,9,9","-0020,1","-0020,1","99999,9",,"09,1,+00305,1,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,00305,1,99,9,99,9","10050,1,99999,9","73,1",,,,"MET055METAR ENSO 021520Z 34020KT 1500 SN VV010 M02/M02 Q1005=",
"01001499999","2025-01-02T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0077,1","01006,1,9,N","009999,1,9,9","-0020,1","-0030,1","99999,9",,"04,1,+00366,1,09,1","07,1,+01006,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10050,1,99999,9","71,1",,,,"MET072METAR ENSO 021550Z 36015KT 9999 4000S -SN SCT012CB BKN033 M02/M03 Q1005=",
"01001499999","2025-01-02T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0072,1","00518,1,C,N","001500,1,9,9","-0020,1","-0030,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00518,1,09,1","07,1,+00914,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10050,1,99999,9","86,1",,,,"MET074METAR ENSO 021620Z 36014KT 1500 SHSN FEW010 SCT017CB BKN030 M02/M03 Q1005=",
"01001499999","2025-01-02T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0062,1","01676,1,9,N","009999,1,9,9","-0020,1","-0040,1","99999,9",,"04,1,+00488,1,09,1","07,1,+01676,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00488,1,99,9,99,9","10050,1,99999,9","16,1",,,,"MET067METAR ENSO 021650Z 35012KT 9999 VCSH SCT016CB BKN055 M02/M04 Q1005=",
"01001499999","2025-01-02T17:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,V,0057,1","00274,1,W,N","001000,1,9,9","-0020,1","-0040,1","99999,9",,"09,1,+00274,1,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,00274,1,99,9,99,9","10050,1,99999,9","86,1",,,"0124,1","MET068METAR ENSO 021720Z 35011G24KT 280V030 1000 SHSN VV009 M02/M04 Q1005=",
"01001499999","2025-01-02T17:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0062,1","00914,1,C,N","009000,1,9,9","-0020,1","-0040,1","99999,9",,"02,1,+00366,1,99,9","04,1,+00914,1,09,1","07,1,+01524,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10050,1,99999,9","16,1",,,,"MET074METAR ENSO 021750Z 36012KT 9000 VCSH FEW012 SCT030CB BKN050 M02/M04 Q1005=",
"01001499999","2025-01-02T18:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0026,1","00914,1,C,N","009999,1,9,9","-0020,1","-0050,1","99999,9",,"02,1,+00366,1,99,9","04,1,+00914,1,09,1","04,1,+01524,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10040,1,99999,9",,,,,"MET069METAR ENSO 021820Z VRB05KT 9999 FEW012 SCT030CB SCT050 M02/M05 Q1004=",
"01001499999","2025-01-03T05:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0031,1","99999,9,9,N","009999,1,9,9","-0050,1","-0080,1","99999,9",,"02,1,+01219,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01219,1,99,9,99,9","10030,1,99999,9",,,,,"MET053METAR ENSO 030520Z 36006KT 9999 FEW040 M05/M08 Q1003=",
"01001499999","2025-01-03T05:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0046,1","99999,9,9,N","009999,1,9,9","-0040,1","-0070,1","99999,9",,"02,1,+01067,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9","10030,1,99999,9",,,,,"MET053METAR ENSO 030550Z 35009KT 9999 FEW035 M04/M07 Q1003=",
"01001499999","2025-01-03T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0031,1","99999,9,9,N","009999,1,9,9","-0050,1","-0080,1","99999,9",,"02,1,+00914,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9","10040,1,99999,9",,,,,"MET053METAR ENSO 030620Z 01006KT 9999 FEW030 M05/M08 Q1004=",
"01001499999","2025-01-03T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0021,1","99999,9,9,N","007000,1,9,9","-0050,1","-0070,1","99999,9",,"02,1,+00914,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9","10040,1,99999,9","85,1",,,,"MET059METAR ENSO 030650Z 01004KT 7000 -SHSN FEW030 M05/M07 Q1004=",
"01001499999","2025-01-03T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","030,1,N,0010,1","99999,9,9,N","009999,1,9,9","-0060,1","-0070,1","99999,9",,"02,1,+00610,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9","10040,1,99999,9",,,,,"MET053METAR ENSO 030720Z 03002KT 9999 FEW020 M06/M07 Q1004=",
"01001499999","2025-01-03T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","340,1,N,0015,1","00457,1,C,N","005000,1,9,9","-0050,1","-0050,1","99999,9",,"02,1,+00213,1,99,9","04,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00213,1,99,9,99,9","10040,1,99999,9","86,1",,,,"MET065METAR ENSO 030750Z 34003KT 5000 SHSN FEW007 SCT015 M05/M05 Q1004=",
"01001499999","2025-01-03T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","080,1,N,0026,1","00610,1,C,N","009999,1,9,9","-0050,1","-0050,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10040,1,99999,9","85,1",,,,"MET066METAR ENSO 030820Z 08005KT 9999 -SHSN FEW010 SCT020 M05/M05 Q1004=",
"01001499999","2025-01-03T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","140,1,N,0026,1","00610,1,C,N","009999,1,9,9","-0050,1","-0050,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00610,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10040,1,99999,9",,,,,"MET060METAR ENSO 030850Z 14005KT 9999 FEW010 SCT020 M05/M05 Q1004=",
"01001499999","2025-01-03T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0031,1","00914,1,C,N","009999,1,9,9","-0050,1","-0050,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00914,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10040,1,99999,9",,,,,"MET062METAR ENSO 030920Z 13006KT 9999 FEW010 SCT030CB M05/M05 Q1004=",
"01001499999","2025-01-03T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","140,1,N,0046,1","00914,1,C,N","009999,1,9,9","-0050,1","-0050,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00914,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10050,1,99999,9",,,,,"MET062METAR ENSO 030950Z 14009KT 9999 FEW010 SCT030CB M05/M05 Q1005=",
"01001499999","2025-01-03T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0036,1","00914,1,C,N","009999,1,9,9","-0040,1","-0040,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00914,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10050,1,99999,9",,,,,"MET062METAR ENSO 031020Z 13007KT 9999 FEW010 SCT030CB M04/M04 Q1005=",
"01001499999","2025-01-03T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0021,1","99999,9,9,N","009999,1,9,9","-0030,1","-0040,1","99999,9",,"04,1,+00792,1,09,1",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00792,1,99,9,99,9","10050,1,99999,9",,,,,"MET055METAR ENSO 031050Z VRB04KT 9999 SCT026CB M03/M04 Q1005=",
"01001499999","2025-01-03T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,V,0026,1","00122,1,W,N","002500,1,9,9","-0030,1","-0030,1","99999,9",,"09,1,+00122,1,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,00122,1,99,9,99,9","10060,1,99999,9","86,1",,,,"MET065METAR ENSO 031120Z 01005KT 330V040 2500 SHSN VV004 M03/M03 Q1006=",
"01001499999","2025-01-03T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0057,1","00366,1,C,N","009999,1,9,9","-0020,1","-0020,1","99999,9",,"02,1,+00244,1,99,9","04,1,+00366,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10060,1,99999,9","85,1",,,,"MET068METAR ENSO 031150Z 36011KT 9999 -SHSN FEW008 SCT012CB M02/M02 Q1006=",
"01001499999","2025-01-03T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0062,1","00457,1,C,N","009999,1,9,9","-0020,1","-0020,1","99999,9",,"02,1,+00244,1,99,9","04,1,+00457,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9","10060,1,99999,9","16,1",,,,"MET067METAR ENSO 031220Z 36012KT 9999 VCSH FEW008 SCT015CB M02/M02 Q1006=",
"01001499999","2025-01-03T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0051,1","00457,1,C,N","009999,1,9,9","-0010,1","-0020,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00457,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10060,1,99999,9","16,1",,,,"MET067METAR ENSO 031250Z 36010KT 9999 VCSH FEW010 SCT015CB M01/M02 Q1006=",
"01001499999","2025-01-03T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0051,1","00549,1,C,N","009000,1,9,9","-0010,1","-0020,1","99999,9",,"02,1,+00366,1,99,9","04,1,+00549,1,09,1",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10070,1,99999,9","85,1",,,,"MET068METAR ENSO 031320Z 36010KT 9000 -SHSN FEW012 SCT018CB M01/M02 Q1007=",
"01001499999","2025-01-03T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,N,0041,1","99999,9,9,N","009999,1,9,9","-0010,1","-0030,1","99999,9",,"02,1,+00427,1,09,1","02,1,+01829,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00427,1,99,9,99,9","10070,1,99999,9","16,1",,,,"MET067METAR ENSO 031350Z 01008KT 9999 VCSH FEW014CB FEW060 M01/M03 Q1007=",
"01001499999","2025-01-03T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,V,0015,1","01219,1,C,N","009999,1,9,9","-0020,1","-0040,1","99999,9",,"02,1,+00457,1,09,1","04,1,+01219,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9","10070,1,99999,9","16,1",,,,"MET075METAR ENSO 031420Z 36003KT 330V030 9999 VCSH FEW015CB SCT040 M02/M04 Q1007=",
"01001499999","2025-01-03T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","010,1,V,0015,1","01158,1,C,N","009999,1,9,9","-0020,1","-0050,1","99999,9",,"04,1,+00488,1,09,1","04,1,+01158,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00488,1,99,9,99,9","10080,1,99999,9","85,1",,,,"MET082METAR ENSO 031450Z 01003KT 320V040 9999 4000N -SHSN SCT016CB SCT038 M02/M05 Q1008=",
"01001499999","2025-01-03T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0041,1","01219,1,C,N","009999,1,9,9","-0020,1","-0030,1","99999,9",,"04,1,+00488,1,09,1","04,1,+01219,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00488,1,99,9,99,9","10080,1,99999,9","16,1",,,,"MET067METAR ENSO 031520Z 36008KT 9999 VCSH SCT016CB SCT040 M02/M03 Q1008=",
"01001499999","2025-01-03T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","320,1,N,0036,1","01067,1,C,N","009999,1,9,9","-0020,1","-0020,1","99999,9",,"04,1,+00427,1,09,1","04,1,+01067,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00427,1,99,9,99,9","10090,1,99999,9","16,1",,,,"MET067METAR ENSO 031550Z 32007KT 9999 VCSH SCT014CB SCT035 M02/M02 Q1009=",
