"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AW1","AW2","ED1","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","OD1","OD2","REM","EQD"
"01089099999","2025-02-06T13:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0110,1","99999,9,9,N","999999,9,9,9","-0014,1","-0047,1","10194,1",,,,,,,,,"240,M,-0013,1","240,N,-0040,1","99999,9,10085,1","8,1,024,1,+999,9",,,,"3,99,0140,1,999",,"SYN07601089 46/// /2111 11014 21047 30085 40194 58024 333 11013 21040 90710 91114=",
"01089099999","2025-02-06T13:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","210,1,N,0113,1","99999,9,9,Y","009900,5,9,9","-0020,1","-0050,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET070METAR ENKR 061320Z 21022KT CAVOK M02/M05 Q1018 RMK WIND 731FT 23036KT=",
"01089099999","2025-02-06T13:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","200,1,N,0088,1","22000,1,9,N","009999,1,9,9","-0030,1","-0060,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"36,1",,,,,"MET078METAR ENKR 061350Z 20017KT 9999 DRSN NSC M03/M06 Q1017 RMK WIND 731FT 23037KT=",
"01089099999","2025-02-06T14:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0110,1","99999,9,9,N","999999,9,9,9","-0009,1","-0043,1","10182,1",,,,,,,,,"240,M,-0009,1","240,N,-0030,1","99999,9,10074,1","8,1,034,1,+999,9",,,,"3,99,0160,1,999",,"SYN07601089 46/// /2111 11009 21043 30074 40182 58034 333 11009 21030 90710 91116=",
"01089099999","2025-02-06T14:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0124,1","22000,1,9,N","009999,1,9,9","-0010,1","-0040,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"36,1",,,,,"MET078METAR ENKR 061420Z 22024KT 9999 DRSN NSC M01/M04 Q1017 RMK WIND 731FT 24041KT=",
"01089099999","2025-02-06T14:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0113,1","00335,1,C,N","002500,1,9,9","-0010,1","-0020,1","99999,9",,,,"02,1,+00183,1,99,9","04,1,+00335,1,99,9","07,1,+00732,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00183,1,99,9,99,9",,,"10170,1,99999,9",,"85,1",,,,,"MET096METAR ENKR 061450Z 22022KT 2500 -SHSN FEW006 SCT011 BKN024 M01/M02 Q1017 RMK WIND 731FT 24036KT=",
"01089099999","2025-02-06T15:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","200,1,N,0110,1","99999,9,9,N","999999,9,9,9","-0008,1","-0026,1","10176,1",,,,,,,,,"240,M,-0006,1","240,N,-0015,1","99999,9,10068,1","6,1,031,1,+999,9",,,,"3,99,0150,1,999",,"SYN07601089 46/// /2011 11008 21026 30068 40176 56031 333 11006 21015 90710 91115=",
"01089099999","2025-02-06T15:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","210,1,N,0108,1","01585,1,C,N","005000,1,9,9","+0000,1","-0030,1","99999,9",,,,"07,1,+01585,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01585,1,99,9,99,9",,,"10160,1,99999,9",,"67,1",,,,,"MET081METAR ENKR 061520Z 21021KT 5000 FZRA BKN052 M00/M03 Q1016 RMK WIND 731FT 22037KT=",
"01089099999","2025-02-06T15:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0129,1","99999,9,9,N","003600,1,9,9","+0000,1","-0030,1","99999,9",,,,"04,1,+01494,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01494,1,99,9,99,9",,,"10160,1,99999,9",,"69,1",,,,,"MET080METAR ENKR 061550Z 22025KT 3600 RASN SCT049 00/M03 Q1016 RMK WIND 731FT 23042KT=",
"01089099999","2025-02-06T16:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","200,1,N,0120,1","99999,9,9,N","999999,9,9,9","+0001,1","-0026,1","10172,1",,,,,,,,,"240,M,+0001,1","240,N,-0007,1","99999,9,10063,1","6,1,019,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2012 10001 21026 30063 40172 56019 333 10001 21007 90710 91117=",
"01089099999","2025-02-06T16:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0134,1","99999,9,9,N","003800,1,9,9","+0000,1","-0020,1","99999,9",,,,"04,1,+01341,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01341,1,99,9,99,9",,,"10160,1,99999,9",,"69,1",,,,,"MET080METAR ENKR 061620Z 22026KT 3800 RASN SCT044 00/M02 Q1016 RMK WIND 731FT 23040KT=",
"01089099999","2025-02-06T16:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0144,1","99999,9,9,N","009999,1,9,9","+0010,1","-0020,1","99999,9",,,,"04,1,+01402,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01402,1,99,9,99,9",,,"10160,1,99999,9",,"36,1","85,1",,,,"MET086METAR ENKR 061650Z 22028KT 9999 -SHSN DRSN SCT046 01/M02 Q1016 RMK WIND 731FT 24043KT=",
"01089099999","2025-02-06T17:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0130,1","99999,9,9,N","999999,9,9,9","+0009,1","-0016,1","10166,1",,,,,,,,,"240,M,+0009,1","240,N,+0001,1","99999,9,10058,1","8,1,014,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2113 10009 21016 30058 40166 58014 333 10009 20001 90710 91117=",
"01089099999","2025-02-06T17:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0139,1","02134,1,C,N","009999,1,9,9","+0010,1","-0020,1","99999,9",,,,"02,1,+01585,1,99,9","04,1,+02134,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01585,1,99,9,99,9",,,"10160,1,99999,9",,"36,1",,,,,"MET087METAR ENKR 061720Z 23027KT 9999 DRSN FEW052 SCT070 01/M02 Q1016 RMK WIND 731FT 24042KT=",
"01089099999","2025-02-06T17:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0160,1","22000,1,9,N","009999,1,9,9","+0010,1","-0010,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"36,1",,,,,"MET077METAR ENKR 061750Z 23031KT 9999 DRSN NSC 01/M01 Q1016 RMK WIND 731FT 24046KT=",
"01089099999","2025-02-06T18:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0150,1","99999,9,9,N","999999,9,9,9","+0015,1","-0012,1","10161,1",,,,,,,,,"120,M,+0015,1","120,N,-0056,1","99999,9,10054,1","8,1,013,1,+999,9",,,,"3,99,0190,1,999",,"SYN07601089 46/// /2115 10015 21012 30054 40161 58013 333 10015 21056 90710 91119=",
"01089099999","2025-02-06T18:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0160,1","22000,1,9,N","009999,1,9,9","+0020,1","-0010,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,"36,1",,,,,"MET080METAR ENKR 061820Z 23031KT 9999 DRSN NSC 02/M01 Q1015 RMK WIND 731FT 24050G60KT=",
"01089099999","2025-02-06T18:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0160,1","22000,1,9,N","009999,1,9,9","+0020,1","-0010,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10150,1,99999,9",,"36,1",,,,,"MET077METAR ENKR 061850Z 24031KT 9999 DRSN NSC 02/M01 Q1015 RMK WIND 731FT 24054KT=",
"01089099999","2025-02-06T19:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0150,1","99999,9,9,N","999999,9,9,9","+0025,1","-0011,1","10168,1",,,,,,,,,"240,M,+0026,1","240,N,+0015,1","99999,9,10061,1","5,1,001,1,+999,9",,,,"3,99,0210,1,999",,"SYN07601089 46/// /2115 10025 21011 30061 40168 55001 333 10026 20015 90710 91121=",
"01089099999","2025-02-06T19:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0149,1","22000,1,9,N","009999,1,9,9","+0020,1","-0010,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10160,1,99999,9",,"36,1",,"0206,1",,,"MET080METAR ENKR 061920Z 23029G40KT 9999 DRSN NSC 02/M01 Q1016 RMK WIND 731FT 24041KT=",
"01089099999","2025-02-06T19:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0144,1","22000,1,9,N","009999,1,9,9","+0030,1","-0010,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"36,1",,,,,"MET077METAR ENKR 061950Z 22028KT 9999 DRSN NSC 03/M01 Q1017 RMK WIND 731FT 24045KT=",
"01089099999","2025-02-06T20:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0140,1","99999,9,9,N","999999,9,9,9","+0032,1","-0006,1","10176,1",,,,,,,,,"240,M,+0032,1","240,N,+0024,1","99999,9,10069,1","3,1,010,1,+999,9",,,,"3,99,0190,1,999",,"SYN07601089 46/// /2214 10032 21006 30069 40176 53010 333 10032 20024 90710 91119=",
"01089099999","2025-02-06T20:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0154,1","22000,1,9,N","009999,1,9,9","+0030,1","-0010,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"36,1",,,,,"MET077METAR ENKR 062020Z 23030KT 9999 DRSN NSC 03/M01 Q1017 RMK WIND 731FT 24046KT=",
"01089099999","2025-02-06T20:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0129,1","22000,1,9,N","009999,1,9,9","+0030,1","+0000,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"36,1",,,,,"MET077METAR ENKR 062050Z 23025KT 9999 DRSN NSC 03/M00 Q1017 RMK WIND 731FT 24044KT=",
"01089099999","2025-02-06T21:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0130,1","99999,9,9,N","999999,9,9,9","+0035,1","-0003,1","10182,1",,,,,,,,,"240,M,+0035,1","240,N,+0031,1","99999,9,10075,1","3,1,021,1,+999,9",,,,"3,99,0180,1,999",,"SYN07601089 46/// /2213 10035 21003 30075 40182 53021 333 10035 20031 90710 91118=",
"01089099999","2025-02-06T21:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0139,1","22000,1,9,N","009999,1,9,9","+0040,1","+0000,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10170,1,99999,9",,"36,1",,,,,"MET077METAR ENKR 062120Z 23027KT 9999 DRSN NSC 04/M00 Q1017 RMK WIND 731FT 24046KT=",
"01089099999","2025-02-06T21:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0129,1","22000,1,9,N","009999,1,9,9","+0040,1","+0000,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10180,1,99999,9",,"36,1",,,,,"MET077METAR ENKR 062150Z 23025KT 9999 DRSN NSC 04/M00 Q1018 RMK WIND 731FT 24044KT=",
"01089099999","2025-02-06T22:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0130,1","99999,9,9,N","999999,9,9,9","+0036,1","-0004,1","10187,1",,,,,,,,,"240,M,+0038,1","240,N,+0034,1","99999,9,10079,1","1,1,019,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2113 10036 21004 30079 40187 51019 333 10038 20034 90710 91117=",
"01089099999","2025-02-06T22:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0124,1","01890,1,C,N","009999,1,9,9","+0040,1","+0000,1","99999,9",,,,"07,1,+01890,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01890,1,99,9,99,9",,,"10180,1,99999,9",,"36,1",,,,,"MET080METAR ENKR 062220Z 23024KT 9999 DRSN BKN062 04/M00 Q1018 RMK WIND 731FT 24041KT=",
"01089099999","2025-02-06T22:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0118,1","01920,1,C,N","009999,1,9,9","+0040,1","+0000,1","99999,9",,,,"07,1,+01920,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01920,1,99,9,99,9",,,"10180,1,99999,9",,"36,1",,,,,"MET080METAR ENKR 062250Z 22023KT 9999 DRSN BKN063 04/M00 Q1018 RMK WIND 731FT 24038KT=",
"01089099999","2025-02-06T23:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0120,1","99999,9,9,N","999999,9,9,9","+0038,1","+0000,1","10193,1",,,,,,,,,"240,M,+0042,1","240,N,+0037,1","99999,9,10086,1","3,1,017,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2112 10038 21000 30086 40193 53017 333 10042 20037 90710 91117=",
"01089099999","2025-02-06T23:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0134,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET068METAR ENKR 062320Z 23026KT CAVOK 04/00 Q1018 RMK WIND 731FT 24039KT=",
"01089099999","2025-02-06T23:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0149,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET069METAR ENKR 062350Z 23029KT CAVOK 04/M00 Q1018 RMK WIND 731FT 24044KT=",
"01089099999","2025-02-07T00:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0120,1","99999,9,9,N","999999,9,9,9","+0040,1","+0002,1","10193,1",,,,,,,,,"120,M,+0042,1","120,N,+0039,1","99999,9,10086,1","9,9,012,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2212 10040 20002 30086 40193 50012 333 10042 20039 90710 91117=",
"01089099999","2025-02-07T00:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0134,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET068METAR ENKR 070020Z 23026KT CAVOK 04/00 Q1019 RMK WIND 731FT 24040KT=",
"01089099999","2025-02-07T00:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0108,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET068METAR ENKR 070050Z 23021KT CAVOK 04/00 Q1019 RMK WIND 731FT 24033KT=",
"01089099999","2025-02-07T01:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0100,1","99999,9,9,N","999999,9,9,9","+0043,1","+0003,1","10195,1",,,,,,,,,"240,M,+0044,1","240,N,+0038,1","99999,9,10088,1","1,1,008,1,+999,9",,,,"3,99,0150,1,999",,"SYN07601089 46/// /2110 10043 20003 30088 40195 51008 333 10044 20038 90710 91115=",
"01089099999","2025-02-07T01:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0118,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET068METAR ENKR 070120Z 23023KT CAVOK 04/00 Q1018 RMK WIND 731FT 24038KT=",
"01089099999","2025-02-07T01:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0108,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET071METAR ENKR 070150Z 23021KT CAVOK 04/00 Q1019 RMK WIND 731FT 24033G43KT=",
"01089099999","2025-02-07T02:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0090,1","99999,9,9,N","999999,9,9,9","+0043,1","+0003,1","10197,1",,,,,,,,,"240,M,+0044,1","240,N,+0038,1","99999,9,10090,1","3,1,004,1,+999,9",,,,"3,99,0140,1,999",,"SYN07601089 46/// /2209 10043 20003 30090 40197 53004 333 10044 20038 90710 91114=",
"01089099999","2025-02-07T02:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0098,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET068METAR ENKR 070220Z 23019KT CAVOK 04/00 Q1019 RMK WIND 731FT 25039KT=",
"01089099999","2025-02-07T02:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0088,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET068METAR ENKR 070250Z 23017KT CAVOK 04/00 Q1019 RMK WIND 731FT 24043KT=",
"01089099999","2025-02-07T03:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0110,1","99999,9,9,N","999999,9,9,9","+0041,1","+0001,1","10194,1",,,,,,,,,"240,M,+0046,1","240,N,+0040,1","99999,9,10087,1","9,9,000,1,+999,9",,,,"3,99,0150,1,999",,"SYN07601089 46/// /2211 10041 20001 30087 40194 50000 333 10046 20040 90710 91115=",
"01089099999","2025-02-07T03:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0118,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET068METAR ENKR 070320Z 24023KT CAVOK 04/00 Q1019 RMK WIND 731FT 24037KT=",
"01089099999","2025-02-07T03:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,V,0088,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET076METAR ENKR 070350Z 22017KT 190V250 CAVOK 05/00 Q1019 RMK WIND 731FT 24037KT=",
"01089099999","2025-02-07T04:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0130,1","99999,9,9,N","999999,9,9,9","+0048,1","+0004,1","10186,1",,,,,,,,,"240,M,+0048,1","240,N,+0040,1","99999,9,10080,1","8,1,007,1,+999,9",,,,"3,99,0160,1,999",,"SYN07601089 46/// /2113 10048 20004 30080 40186 58007 333 10048 20040 90710 91116=",
"01089099999","2025-02-07T04:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0134,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET068METAR ENKR 070420Z 23026KT CAVOK 04/00 Q1018 RMK WIND 731FT 24041KT=",
"01089099999","2025-02-07T04:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0160,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET071METAR ENKR 070450Z 23031KT CAVOK 05/00 Q1018 RMK WIND 731FT 24047G57KT=",
"01089099999","2025-02-07T05:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0130,1","99999,9,9,N","999999,9,9,9","+0044,1","+0000,1","10189,1",,,,,,,,,"240,M,+0049,1","240,N,+0043,1","99999,9,10082,1","5,1,006,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2213 10044 20000 30082 40189 55006 333 10049 20043 90710 91117=",
"01089099999","2025-02-07T05:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0149,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET071METAR ENKR 070520Z 23029KT CAVOK 05/00 Q1018 RMK WIND 731FT 24049G59KT=",
"01089099999","2025-02-07T05:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0134,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET068METAR ENKR 070550Z 23026KT CAVOK 05/00 Q1019 RMK WIND 731FT 25042KT=",
"01089099999","2025-02-07T06:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0130,1","99999,9,9,N","999999,9,9,9","+0042,1","-0002,1","10193,1",,,,,,,,,"240,M,+0049,1","240,N,+0015,1","99999,9,10086,1","5,1,000,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2213 10042 21002 30086 40193 55000 333 10049 20015 90710 91117=",
"01089099999","2025-02-07T06:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0154,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0000,1","99999,9",,,,,,,,,,,"10180,1,99999,9",,,,,,,"MET068METAR ENKR 070620Z 24030KT CAVOK 04/00 Q1018 RMK WIND 731FT 25047KT=",
"01089099999","2025-02-07T06:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0160,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10190,1,99999,9",,,,,,,"MET069METAR ENKR 070650Z 24031KT CAVOK 05/M00 Q1019 RMK WIND 731FT 24049KT=",
"01089099999","2025-02-07T07:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0140,1","99999,9,9,N","999999,9,9,9","+0046,1","-0002,1","10201,1",,,,,,,,,"240,M,+0048,1","240,N,+0043,1","99999,9,10094,1","3,1,015,1,+999,9",,,,"3,99,0190,1,999",,"SYN07601089 46/// /2214 10046 21002 30094 40201 53015 333 10048 20043 90710 91119=",
"01089099999","2025-02-07T07:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0149,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10200,1,99999,9",,,,"0201,1",,,"MET075METAR ENKR 070720Z 24029G39KT CAVOK 05/M00 Q1020 RMK WIND 731FT 24047G58KT=",
"01089099999","2025-02-07T07:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0134,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10200,1,99999,9",,,,,,,"MET069METAR ENKR 070750Z 23026KT CAVOK 05/M00 Q1020 RMK WIND 731FT 24042KT=",
"01089099999","2025-02-07T08:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0100,1","99999,9,9,N","999999,9,9,9","+0045,1","-0003,1","10220,1",,,,,,,,,"240,M,+0047,1","240,N,+0043,1","99999,9,10113,1","3,1,029,1,+999,9",,,,"3,99,0170,1,999",,"SYN07601089 46/// /2210 10045 21003 30113 40220 53029 333 10047 20043 90710 91117=",
"01089099999","2025-02-07T08:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0113,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10210,1,99999,9",,,,,,,"MET072METAR ENKR 070820Z 24022KT CAVOK 05/M00 Q1021 RMK WIND 731FT 24040G53KT=",
"01089099999","2025-02-07T08:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0134,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10220,1,99999,9",,,,,,,"MET069METAR ENKR 070850Z 23026KT CAVOK 05/M00 Q1022 RMK WIND 731FT 24035KT=",
"01089099999","2025-02-07T09:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","200,1,N,0100,1","99999,9,9,N","999999,9,9,9","+0045,1","-0003,1","10232,1",,,,,,,,,"240,M,+0050,1","240,N,+0045,1","99999,9,10125,1","3,1,039,1,+999,9",,,,"3,99,0140,1,999",,"SYN07601089 46/// /2010 10045 21003 30125 40232 53039 333 10050 20045 90710 91114=",
"01089099999","2025-02-07T09:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0129,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0000,1","99999,9",,,,,,,,,,,"10230,1,99999,9",,,,,,,"MET069METAR ENKR 070920Z 23025KT CAVOK 05/M00 Q1023 RMK WIND 731FT 24030KT=",
