"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AW1","AW2","ED1","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","OD1","OD2","REM","EQD"
"01089099999","2025-01-01T00:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0043,1","-0053,1","09886,1",,,,,,,,,"120,M,-0043,1","120,N,-0049,1","99999,9,09779,1","8,1,002,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2105 11043 21053 39779 49886 58002 333 11043 21049 90710 91106=",
"01089099999","2025-01-01T00:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0041,1","01311,1,9,N","009999,1,9,9","-0040,1","-0050,1","99999,9",,,,"04,1,+00427,1,99,9","08,1,+01311,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00427,1,99,9,99,9",,,"09870,1,99999,9",,,,,,,"MET094METAR ENKR 010020Z AUTO 23008KT 9999 SCT014/// OVC043/// M04/M05 Q0987 RMK WIND 731FT 26008KT=",
"01089099999","2025-01-01T00:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","250,1,N,0031,1","00579,1,9,N","009999,1,9,9","-0040,1","-0050,1","99999,9","71,1",,,"02,1,+00366,1,99,9","07,1,+00579,1,99,9","07,1,+00823,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9",,,"09870,1,99999,9",,,,,,,"MET108METAR ENKR 010050Z AUTO 25006KT 9999 -SN FEW012/// BKN019/// BKN027/// M04/M05 Q0987 RMK WIND 731FT 24005KT=",
"01089099999","2025-01-01T01:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","200,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0041,1","-0051,1","09881,1",,,,,,,,,"240,M,-0041,1","240,N,-0044,1","99999,9,09774,1","8,1,007,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /2004 11041 21051 39774 49881 58007 333 11041 21044 90710 91107=",
"01089099999","2025-01-01T01:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0041,1","00549,1,C,N","009999,1,9,9","-0040,1","-0050,1","99999,9","71,1",,,"02,1,+00427,1,99,9","04,1,+00549,1,99,9","07,1,+00762,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00427,1,99,9,99,9",,,"09870,1,99999,9",,,,,,,"MET108METAR ENKR 010120Z AUTO 24008KT 9999 -SN FEW014/// SCT018/// BKN025/// M04/M05 Q0987 RMK WIND 731FT 25008KT=",
"01089099999","2025-01-01T01:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0036,1","99999,9,9,N","005000,1,9,9","-0040,1","-0050,1","99999,9","71,1",,,,,,,,,,"09860,1,99999,9",,,,,,,"MET088METAR ENKR 010150Z AUTO 24007KT 5000 -SN ///030/// M04/M05 Q0986 RMK WIND 731FT 26008KT=",
"01089099999","2025-01-01T02:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0042,1","-0052,1","09876,1",,,,,,,,,"240,M,-0041,1","240,N,-0043,1","99999,9,09769,1","8,1,012,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2104 11042 21052 39769 49876 58012 333 11041 21043 90710 91106=",
"01089099999","2025-01-01T02:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","250,1,N,0015,1","99999,9,9,N","002200,1,9,9","-0040,1","-0050,1","99999,9","71,1",,,,,,,,,,"09860,1,99999,9",,,,,,,"MET088METAR ENKR 010220Z AUTO 25003KT 2200 -SN ///030/// M04/M05 Q0986 RMK WIND 731FT 25003KT=",
"01089099999","2025-01-01T02:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","250,1,N,0026,1","00579,1,C,N","009999,1,9,9","-0040,1","-0050,1","99999,9","71,1",,,"02,1,+00396,1,99,9","04,1,+00579,1,99,9","07,1,+00732,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00396,1,99,9,99,9",,,"09860,1,99999,9",,,,,,,"MET108METAR ENKR 010250Z AUTO 25005KT 9999 -SN FEW013/// SCT019/// BKN024/// M04/M05 Q0986 RMK WIND 731FT 26007KT=",
"01089099999","2025-01-01T03:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0042,1","-0050,1","09870,1",,,,,,,,,"240,M,-0040,1","240,N,-0043,1","99999,9,09764,1","7,1,014,1,+999,9",,,,"3,99,0050,1,999",,"SYN07601089 46/// /2103 11042 21050 39764 49870 57014 333 11040 21043 90710 91105=",
"01089099999","2025-01-01T03:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0031,1","00213,1,9,N","009999,1,9,9","-0040,1","-0050,1","99999,9","71,1",,,"02,1,+00152,1,99,9","07,1,+00213,1,99,9","07,1,+00396,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00152,1,99,9,99,9",,,"09860,1,99999,9",,,,,,,"MET108METAR ENKR 010320Z AUTO 24006KT 9999 -SN FEW005/// BKN007/// BKN013/// M04/M05 Q0986 RMK WIND 731FT 26007KT=",
"01089099999","2025-01-01T03:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0036,1","00183,1,C,N","009999,1,9,9","-0040,1","-0060,1","99999,9","71,1",,,"02,1,+00152,1,99,9","04,1,+00183,1,99,9","07,1,+00244,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00152,1,99,9,99,9",,,"09850,1,99999,9",,,,,,,"MET108METAR ENKR 010350Z AUTO 24007KT 9999 -SN FEW005/// SCT006/// BKN008/// M04/M06 Q0985 RMK WIND 731FT 26009KT=",
"01089099999","2025-01-01T04:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0043,1","-0054,1","09863,1",,,,,,,,,"240,M,-0041,1","240,N,-0043,1","99999,9,09756,1","8,1,018,1,+999,9",,,,"3,99,0050,1,999",,"SYN07601089 46/// /2104 11043 21054 39756 49863 58018 333 11041 21043 90710 91105=",
"01089099999","2025-01-01T04:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0046,1","00274,1,C,N","009999,1,9,9","-0050,1","-0060,1","99999,9","71,1",,,"02,1,+00213,1,99,9","04,1,+00274,1,99,9","07,1,+00427,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00213,1,99,9,99,9",,,"09850,1,99999,9",,,,,,,"MET108METAR ENKR 010420Z AUTO 24009KT 9999 -SN FEW007/// SCT009/// BKN014/// M05/M06 Q0985 RMK WIND 731FT 26009KT=",
"01089099999","2025-01-01T04:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","250,1,N,0046,1","00335,1,C,N","009999,1,9,9","-0050,1","-0060,1","99999,9","71,1",,,"04,1,+00274,1,99,9","04,1,+00335,1,99,9","07,1,+00427,1,99,9","9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00274,1,99,9,99,9",,,"09850,1,99999,9",,,,,,,"MET108METAR ENKR 010450Z AUTO 25009KT 9999 -SN SCT009/// SCT011/// BKN014/// M05/M06 Q0985 RMK WIND 731FT 26011KT=",
"01089099999","2025-01-01T05:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0047,1","-0061,1","09860,1",,,,,,,,,"240,M,-0043,1","240,N,-0047,1","99999,9,09753,1","7,1,015,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2105 11047 21061 39753 49860 57015 333 11043 21047 90710 91106=",
"01089099999","2025-01-01T05:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0051,1","00488,1,C,N","009999,1,9,9","-0050,1","-0060,1","99999,9",,,,"08,1,+00488,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00488,1,99,9,99,9",,,"09850,1,99999,9",,,,,,,"MET089METAR ENKR 010520Z AUTO 24010KT 9999 OVC016/// M05/M06 Q0985 RESN RMK WIND 731FT 26012KT=",
"01089099999","2025-01-01T05:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0041,1","00457,1,C,N","009999,1,9,9","-0050,1","-0060,1","99999,9",,,,"08,1,+00457,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00457,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET084METAR ENKR 010550Z AUTO 24008KT 9999 OVC015/// M05/M06 Q0984 RMK WIND 731FT 26009KT=",
"01089099999","2025-01-01T06:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0051,1","-0062,1","09856,1",,,,,,,,,"240,M,-0029,1","240,N,-0051,1","99999,9,09749,1","6,1,013,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2104 11051 21062 39749 49856 56013 333 11029 21051 90710 91106=",
"01089099999","2025-01-01T06:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0041,1","00488,1,C,N","007000,1,9,9","-0050,1","-0070,1","99999,9","71,1",,,"08,1,+00488,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,00488,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET088METAR ENKR 010620Z AUTO 24008KT 7000 -SN OVC016/// M05/M07 Q0984 RMK WIND 731FT 25010KT=",
"01089099999","2025-01-01T06:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0041,1","00396,1,C,N","009999,1,9,9","-0060,1","-0070,1","99999,9","71,1",,,"02,1,+00305,1,99,9","04,1,+00396,1,99,9","07,1,+00549,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET108METAR ENKR 010650Z AUTO 24008KT 9999 -SN FEW010/// SCT013/// BKN018/// M06/M07 Q0984 RMK WIND 731FT 25010KT=",
"01089099999","2025-01-01T07:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0055,1","-0067,1","09852,1",,,,,,,,,"240,M,-0051,1","240,N,-0055,1","99999,9,09744,1","8,1,010,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2105 11055 21067 39744 49852 58010 333 11051 21055 90710 91106=",
"01089099999","2025-01-01T07:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0036,1","00518,1,C,N","006000,1,9,9","-0060,1","-0070,1","99999,9","71,1",,,"02,1,+00457,1,99,9","04,1,+00518,1,99,9","08,1,+00762,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00457,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET108METAR ENKR 010720Z AUTO 24007KT 6000 -SN FEW015/// SCT017/// OVC025/// M06/M07 Q0984 RMK WIND 731FT 24006KT=",
"01089099999","2025-01-01T07:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0041,1","01006,1,C,N","009999,1,9,9","-0060,1","-0080,1","99999,9",,,,"08,1,+01006,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,01006,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET089METAR ENKR 010750Z AUTO 24008KT 9999 OVC033/// M06/M08 Q0984 RESN RMK WIND 731FT 25007KT=",
"01089099999","2025-01-01T08:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0062,1","-0077,1","09850,1",,,,,,,,,"240,M,-0056,1","240,N,-0062,1","99999,9,09743,1","7,1,009,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2105 11062 21077 39743 49850 57009 333 11056 21062 90710 91106=",
"01089099999","2025-01-01T08:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0041,1","01097,1,9,N","009999,1,9,9","-0060,1","-0080,1","99999,9","71,1",,,"04,1,+00792,1,99,9","07,1,+01097,1,99,9","07,1,+01341,1,99,9","9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00792,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET118METAR ENKR 010820Z AUTO 24008KT 9999 -SN SCT026/// BKN036/// BKN044/// M06/M08 Q0984 RESG RESN RMK WIND 731FT 25008KT=",
"01089099999","2025-01-01T08:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","250,1,N,0046,1","99999,9,9,N","009999,1,9,9","-0060,1","-0080,1","99999,9",,,,,,,,,,,"09840,1,99999,9",,,,,,,"MET089METAR ENKR 010850Z AUTO 25009KT 9999 ///034/// M06/M08 Q0984 RESN RMK WIND 731FT 24006KT=",
"01089099999","2025-01-01T09:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0064,1","-0077,1","09848,1",,,,,,,,,"240,M,-0060,1","240,N,-0064,1","99999,9,09740,1","7,1,008,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2105 11064 21077 39740 49848 57008 333 11060 21064 90710 91106=",
"01089099999","2025-01-01T09:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0046,1","01402,1,9,N","009999,1,9,9","-0070,1","-0080,1","99999,9",,,,"04,1,+01036,1,99,9","07,1,+01402,1,99,9","08,1,+01829,1,99,9","9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01036,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET104METAR ENKR 010920Z AUTO 24009KT 9999 SCT034/// BKN046/// OVC060/// M07/M08 Q0984 RMK WIND 731FT 24005KT=",
"01089099999","2025-01-01T09:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0031,1","01798,1,9,N","009999,1,9,9","-0070,1","-0080,1","99999,9",,,,"02,1,+01372,1,99,9","07,1,+01798,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01372,1,99,9,99,9",,,"09840,1,99999,9",,,,,,,"MET083METAR ENKR 010950Z 23006KT 9999 FEW045 BKN059 M07/M08 Q0984 RMK WIND 731FT 23005KT=",
"01089099999","2025-01-01T10:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0077,1","-0090,1","09848,1",,,,,,,,,"240,M,-0064,1","240,N,-0077,1","99999,9,09740,1","7,1,003,1,+999,9",,,,"3,99,0050,1,999",,"SYN07601089 46/// /2203 11077 21090 39740 49848 57003 333 11064 21077 90710 91105=",
"01089099999","2025-01-01T10:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,V,0026,1","01737,1,C,N","009999,1,9,9","-0070,1","-0090,1","99999,9",,,,"02,1,+01006,1,99,9","04,1,+01737,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01006,1,99,9,99,9",,,"09830,1,99999,9",,,,,,,"MET091METAR ENKR 011020Z 23005KT 210V270 9999 FEW033 SCT057 M07/M09 Q0983 RMK WIND 731FT 24008KT=",
"01089099999","2025-01-01T10:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0046,1","99999,9,9,N","009999,1,9,9","-0080,1","-0090,1","99999,9",,,,"02,1,+01097,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01097,1,99,9,99,9",,,"09830,1,99999,9",,,,,,,"MET076METAR ENKR 011050Z 24009KT 9999 FEW036 M08/M09 Q0983 RMK WIND 731FT 23008KT=",
"01089099999","2025-01-01T11:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0085,1","-0096,1","09843,1",,,,,,,,,"240,M,-0074,1","240,N,-0085,1","99999,9,09735,1","8,1,006,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /2104 11085 21096 39735 49843 58006 333 11074 21085 90710 91108=",
"01089099999","2025-01-01T11:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0051,1","99999,9,9,N","009999,1,9,9","-0090,1","-0100,1","99999,9",,,,"02,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9",,,"09830,1,99999,9",,,,,,,"MET076METAR ENKR 011120Z 23010KT 9999 FEW012 M09/M10 Q0983 RMK WIND 731FT 25010KT=",
"01089099999","2025-01-01T11:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","250,1,N,0046,1","99999,9,9,N","009999,1,9,9","-0100,1","-0110,1","99999,9",,,,"02,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9",,,"09830,1,99999,9",,,,,,,"MET076METAR ENKR 011150Z 25009KT 9999 FEW012 M10/M11 Q0983 RMK WIND 731FT 24008KT=",
"01089099999","2025-01-01T12:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0095,1","-0106,1","09840,1",,,,,,,,,"240,M,-0084,1","240,N,-0096,1","99999,9,09731,1","8,1,009,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /2104 11095 21106 39731 49840 58009 333 11084 21096 90710 91107=",
"01089099999","2025-01-01T12:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0046,1","99999,9,9,N","009999,1,9,9","-0090,1","-0100,1","99999,9",,,,"02,1,+00152,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00152,1,99,9,99,9",,,"09830,1,99999,9",,,,,,,"MET076METAR ENKR 011220Z 23009KT 9999 FEW005 M09/M10 Q0983 RMK WIND 731FT 25011KT=",
"01089099999","2025-01-01T12:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0036,1","99999,9,9,N","009999,1,9,9","-0100,1","-0110,1","99999,9",,,,"02,1,+00152,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00152,1,99,9,99,9",,,"09820,1,99999,9",,,,,,,"MET076METAR ENKR 011250Z 22007KT 9999 FEW005 M10/M11 Q0982 RMK WIND 731FT 26011KT=",
"01089099999","2025-01-01T13:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","170,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0102,1","-0110,1","09838,1",,,,,,,,,"240,M,-0092,1","240,N,-0103,1","99999,9,09729,1","6,1,010,1,+999,9",,,,"3,99,0050,1,999",,"SYN07601089 46/// /1704 11102 21110 39729 49838 56010 333 11092 21103 90710 91105=",
"01089099999","2025-01-01T13:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,N,0051,1","99999,9,9,N","009999,1,9,9","-0100,1","-0110,1","99999,9",,,,"02,1,+00122,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00122,1,99,9,99,9",,,"09820,1,99999,9",,,,,,,"MET079METAR ENKR 011320Z 22010KT 9999 FEW004 M10/M11 Q0982 RMK WIND 731FT VRB04G15KT=",
"01089099999","2025-01-01T13:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","200,1,N,0041,1","99999,9,9,N","009999,1,9,9","-0100,1","-0110,1","99999,9",,,,"02,1,+00152,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00152,1,99,9,99,9",,,"09820,1,99999,9",,,,,,,"MET076METAR ENKR 011350Z 20008KT 9999 FEW005 M10/M11 Q0982 RMK WIND 731FT 27012KT=",
"01089099999","2025-01-01T14:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0100,1","-0111,1","09832,1",,,,,,,,,"240,M,-0096,1","240,N,-0103,1","99999,9,09723,1","7,1,011,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /2106 11100 21111 39723 49832 57011 333 11096 21103 90710 91108=",
"01089099999","2025-01-01T14:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","220,1,V,0036,1","99999,9,9,Y","009900,5,9,9","-0100,1","-0110,1","99999,9",,,,,,,,,,,"09820,1,99999,9",,,,,,,"MET078METAR ENKR 011420Z 22007KT 190V250 CAVOK M10/M11 Q0982 RMK WIND 731FT 23007KT=",
"01089099999","2025-01-01T14:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0100,1","-0120,1","99999,9",,,,,,,,,,,"09820,1,99999,9",,,,,,,"MET070METAR ENKR 011450Z 23007KT CAVOK M10/M12 Q0982 RMK WIND 731FT VRB07KT=",
"01089099999","2025-01-01T15:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","220,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0103,1","-0117,1","09829,1",,,,,,,,,"240,M,-0100,1","240,N,-0111,1","99999,9,09720,1","7,1,009,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /2206 11103 21117 39720 49829 57009 333 11100 21111 90710 91108=",
"01089099999","2025-01-01T15:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0031,1","99999,9,9,N","009999,1,9,9","-0100,1","-0120,1","99999,9",,,,"02,1,+00732,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00732,1,99,9,99,9",,,"09820,1,99999,9",,,,,,,"MET076METAR ENKR 011520Z 23006KT 9999 FEW024 M10/M12 Q0982 RMK WIND 731FT 26014KT=",
"01089099999","2025-01-01T15:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","250,1,N,0041,1","99999,9,9,N","009999,1,9,9","-0100,1","-0120,1","99999,9",,,,"02,1,+00732,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00732,1,99,9,99,9",,,"09810,1,99999,9",,,,,,,"MET076METAR ENKR 011550Z 25008KT 9999 FEW024 M10/M12 Q0981 RMK WIND 731FT 26016KT=",
"01089099999","2025-01-01T16:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","200,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0112,1","-0130,1","09827,1",,,,,,,,,"240,M,-0096,1","240,N,-0114,1","99999,9,09718,1","6,1,010,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /2005 11112 21130 39718 49827 56010 333 11096 21114 90710 91108=",
"01089099999","2025-01-01T16:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","230,1,N,0041,1","99999,9,9,Y","009900,5,9,9","-0120,1","-0140,1","99999,9",,,,,,,,,,,"09810,1,99999,9",,,,,,,"MET070METAR ENKR 011620Z 23008KT CAVOK M12/M14 Q0981 RMK WIND 731FT 26012KT=",
"01089099999","2025-01-01T16:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0120,1","-0140,1","99999,9",,,,,,,,,,,"09810,1,99999,9",,,,,,,"MET070METAR ENKR 011650Z 24010KT CAVOK M12/M14 Q0981 RMK WIND 731FT 27009KT=",
"01089099999","2025-01-01T17:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","210,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0123,1","-0141,1","09824,1",,,,,,,,,"240,M,-0114,1","240,N,-0123,1","99999,9,09714,1","7,1,008,1,+999,9",,,,"3,99,0090,1,999",,"SYN07601089 46/// /2106 11123 21141 39714 49824 57008 333 11114 21123 90710 91109=",
"01089099999","2025-01-01T17:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","240,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0120,1","-0140,1","99999,9",,,,,,,,,,,"09810,1,99999,9",,,,,,,"MET070METAR ENKR 011720Z 24009KT CAVOK M12/M14 Q0981 RMK WIND 731FT 26008KT=",
"01089099999","2025-01-01T17:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","200,1,V,0026,1","99999,9,9,N","009999,1,9,9","-0130,1","-0140,1","99999,9",,,,"02,1,+01158,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01158,1,99,9,99,9",,,"09810,1,99999,9",,,,,,,"MET084METAR ENKR 011750Z 20005KT 170V230 9999 FEW038 M13/M14 Q0981 RMK WIND 731FT 25008KT=",
"01089099999","2025-01-01T18:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","200,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0137,1","-0150,1","09825,1",,,,,,,,,"120,M,-0051,1","120,N,-0137,1","99999,9,09715,1","7,1,005,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /2005 11137 21150 39715 49825 57005 333 11051 21137 90710 91107=",
